time,seconds_elapsed,z,y,x
1788681532362357800,0.135357666015625,8.637007713317871,4.314650535583496,-0.8951321840286255
1788681532372437800,0.145437744140625,8.866327285766602,4.259808540344238,-0.9918728470802307
1788681532382507500,0.155507568359375,9.072603225708008,4.19688606262207,-0.9201216697692871
1788681532392580000,0.165580078125,8.93733024597168,4.188356399536133,-0.978181004524231
1788681532402659600,0.17565966796875,8.842535018920898,4.154089450836182,-1.1236287355422974
1788681532412729000,0.18572900390625,8.494478225708008,4.124311923980713,-1.1581950187683105
1788681532422803200,0.19580322265625,8.177845001220703,4.136133193969727,-1.1293898820877075
1788681532432877600,0.205877685546875,7.918971538543701,4.267664432525635,-1.112181544303894
1788681532442988300,0.21598828125,7.631293296813965,4.199803829193115,-0.8965536952018738
1788681532453027000,0.226027099609375,7.715614318847656,4.1874589920043945,-0.7548469305038452
1788681532463100400,0.236100341796875,7.901613712310791,4.21581506729126,-0.8055740594863892
1788681532473175300,0.24617529296875,8.236502647399902,4.187009811401367,-0.7676409482955933
1788681532483271200,0.256271240234375,8.52717399597168,4.10478401184082,-0.8264485001564026
1788681532493349400,0.266349365234375,8.844704627990723,3.945345163345337,-0.9408464431762695
1788681532503423500,0.276423583984375,9.408763885498047,3.854814291000366,-1.0569652318954468
1788681532513498000,0.286498046875,9.636063575744629,3.800795316696167,-1.0712555646896362
1788681532523572200,0.296572265625,9.534534454345703,3.6815340518951416,-0.958054780960083
1788681532533646600,0.306646484375,9.293169021606445,3.6141223907470703,-0.7939023375511169
1788681532543721200,0.31672119140625,9.05591869354248,3.699415683746338,-0.8331073522567749
1788681532553794800,0.326794921875,8.764424324035645,3.823016405105591,-0.9041852355003357
1788681532563865900,0.336865966796875,8.337657928466797,3.9368906021118164,-1.057189702987671
1788681532573940200,0.346940185546875,7.929446220397949,3.9969701766967773,-1.4287399053573608
1788681532584015400,0.357015380859375,7.819612503051758,4.155511379241943,-1.4513351917266846
1788681532594091800,0.367091796875,8.002843856811523,4.194790840148926,-1.299004077911377
1788681532604151600,0.377151611328125,8.268600463867188,4.178630352020264,-1.2141594886779785
1788681532614237700,0.38723779296875,8.875604629516602,4.227112770080566,-1.3893852233886719
1788681532624295400,0.39729541015625,9.585411071777344,4.295123100280762,-1.5529390573501587
1788681532634390500,0.407390625,9.999308586120605,4.282927513122559,-1.451933741569519
1788681532644464400,0.41746435546875,9.869422912597656,4.251054763793945,-1.161412239074707
1788681532654538800,0.427538818359375,9.72270393371582,4.2858452796936035,-1.0260651111602783
1788681532664612900,0.43761279296875,9.713650703430176,4.364779472351074,-1.0590602159500122
1788681532674688000,0.44768798828125,9.661576271057129,4.461669921875,-1.3472621440887451
1788681532684762000,0.45776220703125,9.593940734863281,4.519354820251465,-1.6798317432403564
1788681532694835500,0.46783544921875,9.342998504638672,4.475735664367676,-1.7446997165679932
1788681532704906500,0.477906494140625,8.897302627563477,4.351910591125488,-1.6684592962265015
1788681532714981600,0.487981689453125,8.3329439163208,4.327818870544434,-1.7929577827453613
1788681532725056800,0.498056884765625,8.347683906555176,4.425981044769287,-1.830666422843933
1788681532735140600,0.508140625,8.486995697021484,4.6181159019470215,-1.9245641231536865
1788681532745211600,0.518211669921875,8.263437271118164,4.696899890899658,-1.843310832977295
1788681532755281000,0.528281005859375,8.1964750289917,4.697648048400879,-1.5780034065246582
1788681532765356500,0.5383564453125,8.471807479858398,4.71111536026001,-1.4476690292358398
1788681532775405600,0.548405517578125,9.099388122558594,4.795062065124512,-1.535581111907959
1788681532785505800,0.558505859375,9.384596824645996,4.805985927581787,-1.592742681503296
1788681532795554600,0.568554443359375,9.459041595458984,4.739397048950195,-1.599326729774475
1788681532805654500,0.578654541015625,9.386617660522461,4.648567199707031,-1.6365116834640503
1788681532815729400,0.5887294921875,9.197251319885254,4.622380256652832,-1.7628058195114136
1788681532825802800,0.598802734375,8.93733024597168,4.624625205993652,-1.9122189283370972
1788681532835874000,0.6088740234375,8.7268648147583,4.6466217041015625,-1.919625997543335
1788681532845947600,0.61894775390625,8.558897018432617,4.663156509399414,-1.7767969369888306
1788681532856023300,0.629023193359375,8.325387954711914,4.744783878326416,-1.783829927444458
1788681532866108000,0.63910791015625,8.049381256103516,4.767454147338867,-1.744475245475769
1788681532876152000,0.649152099609375,7.844676494598389,4.78354024887085,-1.535880446434021
1788681532886245000,0.6592451171875,7.687557220458984,4.808380126953125,-1.3810802698135376
1788681532896329200,0.6693291015625,7.735366344451904,4.855441093444824,-1.2445359230041504
1788681532906397000,0.67939697265625,7.942315101623535,4.911630153656006,-1.1125556230545044
1788681532916470000,0.689469970703125,8.038382530212402,4.91267728805542,-1.012597680091858
1788681532926560500,0.699560546875,8.163629531860352,4.900257587432861,-1.072826862335205
1788681532936617700,0.70961767578125,8.359430313110352,4.851325988769531,-1.1729344129562378
1788681532946692900,0.71969287109375,8.672322273254395,4.83247184753418,-1.2244096994400024
1788681532956745200,0.7297451171875,8.984914779663086,4.890979766845703,-1.2407950162887573
1788681532966842000,0.739842041015625,9.03279972076416,4.891129493713379,-1.227851390838623
1788681532976914400,0.74991455078125,8.785597801208496,4.820799827575684,-1.2152818441390991
1788681532986988800,0.75998876953125,8.540342330932617,4.85102653503418,-1.2332383394241333
1788681532997071000,0.770071044921875,8.309301376342773,4.900482177734375,-1.2571803331375122
1788681533007142100,0.78014208984375,7.965359210968018,4.73767614364624,-1.197026014328003
1788681533017210000,0.790210205078125,7.789984226226807,4.724658012390137,-0.8860042691230774
1788681533027288600,0.80028857421875,7.715015888214111,4.83209753036499,-0.9281272292137146
1788681533037361000,0.81036083984375,7.8558244705200195,4.862548828125,-0.9320926666259766
1788681533047434800,0.820434814453125,8.105644226074219,4.873996257781982,-0.8959551453590393
1788681533057509000,0.830509033203125,8.259995460510254,4.855291366577148,-0.8112602829933167
1788681533067584000,0.840583984375,8.436568260192871,4.791994571685791,-0.6845172047615051
1788681533077658000,0.850658203125,8.43394947052002,4.706776142120361,-0.6061071157455444
1788681533087732700,0.860732666015625,8.399907112121582,4.6443023681640625,-0.560916543006897
1788681533097808100,0.87080810546875,8.442403793334961,4.546364784240723,-0.5449053645133972
1788681533107881000,0.880880859375,9.014019966125488,4.486285209655762,-0.5259013772010803
1788681533117955800,0.890955810546875,9.261370658874512,4.538059711456299,-0.44180503487586975
1788681533128036400,0.901036376953125,8.975563049316406,4.572925090789795,-0.4429273009300232
1788681533138104800,0.911104736328125,8.573861122131348,4.568511009216309,-0.3944447338581085
1788681533148157400,0.921157470703125,8.135197639465332,4.505289077758789,-0.2593219578266144
1788681533158253000,0.931253173828125,7.8430304527282715,4.489352703094482,-0.15682020783424377
1788681533168328200,0.941328125,7.498564720153809,4.509852886199951,-0.2091185599565506
1788681533178402000,0.951402099609375,7.150507926940918,4.452167510986328,-0.3752163052558899
1788681533188476400,0.961476318359375,7.245602607727051,4.361562252044678,-0.34267011284828186
1788681533198550500,0.971550537109375,7.248894691467285,4.296469688415527,-0.23912090063095093
1788681533208624600,0.981624755859375,7.243956565856934,4.212298393249512,-0.1356464922428131
1788681533218699800,0.99169970703125,7.457788467407227,4.107776641845703,0.10669161379337311
1788681533228773600,1.001773681640625,7.784821510314941,4.030788421630859,0.44771572947502136
1788681533238848300,1.01184814453125,8.258125305175781,4.192396640777588,0.7033715844154358
1788681533248905000,1.021905029296875,8.75529670715332,4.328043460845947,0.9290250539779663
1788681533258996700,1.031996826171875,9.318607330322266,4.282029628753662,0.9791536927223206
1788681533269072100,1.042072021484375,9.938032150268555,4.122366428375244,0.8732850551605225
1788681533279149800,1.05214990234375,9.689708709716797,3.886537551879883,0.5769277811050415
1788681533289237800,1.06223779296875,8.789862632751465,3.5727474689483643,0.10594342648983002
1788681533299281400,1.072281494140625,7.537844657897949,3.252897024154663,-0.32942718267440796
1788681533309368800,1.082368896484375,6.192976951599121,3.188403367996216,-0.5752817988395691
1788681533319443200,1.092443115234375,6.222904205322266,3.318812370300293,-0.3776853084564209
1788681533329518300,1.102518310546875,7.138835906982422,3.4561798572540283,0.4934300184249878
1788681533339592000,1.112592041015625,8.387038230895996,3.752462148666382,1.3557915687561035
1788681533349666800,1.122666748046875,8.61695671081543,3.600355625152588,2.0406079292297363
1788681533359740400,1.132740478515625,8.656011581420898,3.6379146575927734,1.7445499897003174
1788681533369817900,1.14281787109375,8.562189102172852,3.7084689140319824,1.4384663105010986
1788681533379889700,1.1528896484375,8.0192289352417,3.894019365310669,0.7324760556221008
1788681533389963800,1.1629638671875,7.770755767822266,3.7829883098602295,0.3197755515575409
1788681533400040400,1.17304052734375,7.2486701011657715,3.4818427562713623,0.431255578994751
1788681533410112500,1.183112548828125,7.055861949920654,3.257012128829956,0.8033294677734375
1788681533420165600,1.19316552734375,7.71434211730957,3.2719759941101074,1.371578335762024
1788681533430261800,1.20326171875,7.9171013832092285,3.4734628200531006,1.5807716846466064
1788681533440336000,1.2133359375,8.16220760345459,3.5704281330108643,1.4931588172912598
1788681533450409700,1.22340966796875,8.063746452331543,3.5160348415374756,1.3165864944458008
1788681533460462800,1.233462890625,7.490933418273926,3.4013376235961914,1.1700164079666138
1788681533470559000,1.24355908203125,7.360748767852783,3.401038408279419,0.9078513383865356
1788681533480633000,1.253633056640625,8.075716972351074,3.3961002826690674,0.7486369609832764
1788681533490686000,1.26368603515625,9.129465103149414,3.357194423675537,0.9282768964767456
1788681533500781800,1.27378173828125,9.284415245056152,3.3961002826690674,0.9111433625221252
1788681533510856200,1.283856201171875,8.665813446044922,3.3865983486175537,0.6973860859870911
1788681533520930600,1.2939306640625,7.644087314605713,3.3877954483032227,0.6703016757965088
1788681533531005200,1.304005126953125,6.993089199066162,3.485957622528076,0.8547300100326538
1788681533541079300,1.314079345703125,6.925452709197998,3.524414539337158,1.2277017831802368
1788681533551149800,1.32414990234375,6.916998386383057,3.5609261989593506,1.775899052619934
1788681533561228000,1.33422802734375,7.7580366134643555,3.508777379989624,2.7287166118621826
1788681533571305200,1.34430517578125,8.248922348022461,3.4280478954315186,3.8905029296875
1788681533581376800,1.354376708984375,7.511283874511719,3.8115692138671875,3.811793565750122
1788681533591451400,1.364451416015625,6.927323341369629,4.128576278686523,3.5494039058685303
1788681533601525200,1.374525146484375,6.680346488952637,3.9978678226470947,3.7036802768707275
1788681533611600100,1.38460009765625,6.660519599914551,3.832219123840332,3.8414218425750732
1788681533621652500,1.394652587890625,7.111302852630615,3.6914100646972656,4.140921592712402
1788681533631748900,1.404748779296875,7.864279270172119,3.596315383911133,4.580482006072998
1788681533641826300,1.414826416015625,8.958728790283203,3.5149126052856445,4.458826541900635
1788681533651897000,1.42489697265625,10.635941505432129,3.303025722503662,4.340238571166992
1788681533661972200,1.43497216796875,11.43986988067627,3.0889689922332764,4.266766548156738
1788681533672047900,1.4450478515625,11.214515686035156,2.9858686923980713,3.9483377933502197
